eco,name,movetext
D55,"Queen's Gambit Declined: Neo-Orthodox Variation","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 h6"
D55,"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 h6 6.Bh4 O-O 7.e3"
D55,"Queen's Gambit Declined: Pillsbury Attack","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 d5 5.cxd5 exd5 6.Bg5 Be7 7.e3 O-O 8.Bd3 Bb7 9.Ne5"
D56,"Queen's Gambit Declined: Lasker Defense","1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 5.Bg5 h6 6.Bh4 O-O 7.e3 Ne4"
D56,"Queen's Gambit Declined: Lasker Defense, Russian Variation","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.Qc2 Nf6 10.Bd3 dxc4 11.Bxc4 c5 12.O-O Nc6 13.Rfd1 Bd7"
D56,"Queen's Gambit Declined: Lasker Defense, Teichmann Variation","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 h6 6.Bh4 O-O 7.e3 Ne4 8.Bxe7 Qxe7 9.Qc2"
D57,"Queen's Gambit Declined: Lasker Defense, Bernstein Variation","1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 Be7 5.e3 h6 6.Bh4 O-O 7.Nf3 Ne4 8.Bxe7 Qxe7 9.cxd5 Nxc3 10.bxc3 exd5 11.Qb3 Qd6"
D57,"Queen's Gambit Declined: Lasker Defense, Bernstein Variation, Mar del Plata Gambit","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.cxd5 Nxc3 10.bxc3 exd5 11.Qb3 Rd8 12.c4 Be6"
D57,"Queen's Gambit Declined: Lasker Defense, Main Line","1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 5.Bg5 h6 6.Bh4 O-O 7.e3 Ne4 8.Bxe7 Qxe7 9.cxd5 Nxc3 10.bxc3"
D58,"Queen's Gambit Declined: Tartakower Defense","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 h6 6.Bh4 O-O 7.e3 b6"
D58,"Queen's Gambit Declined: Tartakower Defense, Exchange Variation","1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 5.Bg5 h6 6.Bh4 O-O 7.e3 b6 8.cxd5 exd5"
D59,"Queen's Gambit Declined: Tartakower Defense","1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 5.Bg5 h6 6.Bh4 O-O 7.e3 b6 8.cxd5 Nxd5 9.Bxe7 Qxe7 10.Nxd5 exd5 11.Rc1 Be6"
D59,"Queen's Gambit Declined: Tartakower Defense, Makogonov Exchange Variation","1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 5.Bg5 h6 6.Bh4 O-O 7.e3 b6 8.cxd5 Nxd5"
D60,"Queen's Gambit Declined: Orthodox Defense","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7"
D60,"Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Bd3"
D60,"Queen's Gambit Declined: Orthodox Defense, Rauzer Variation","1.d4 d5 2.Nf3 Nf6 3.c4 e6 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Qb3"
D61,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Qc2"
D62,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation, Flohr Line","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Qc2 c5 8.cxd5"
D63,"Queen's Gambit Declined: Orthodox Defense, Capablanca Variation","1.Nf3 d5 2.d4 Nf6 3.c4 e6 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 b6 8.cxd5 exd5 9.Bb5"
D63,"Queen's Gambit Declined: Orthodox Defense, Henneberger Variation","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 a6"
D63,"Queen's Gambit Declined: Orthodox Defense, Main Line","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1"
D63,"Queen's Gambit Declined: Orthodox Defense, Main Line","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 c6"
D63,"Queen's Gambit Declined: Orthodox Defense, Pillsbury Variation","1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 b6 8.cxd5 exd5 9.Bd3"
D63,"Queen's Gambit Declined: Orthodox Defense, Swiss, Karlsbad Variation","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 a6 8.cxd5"
D64,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack","1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 c6 8.a3 a6 9.Qc2"
D64,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 c6 8.Qc2"
D64,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 c6 8.Qc2 a6"
D64,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack","1.Nf3 d5 2.d4 Nf6 3.c4 e6 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 c6 8.Qc2 Ne4"
D65,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack","1.d4 d5 2.Nf3 Nf6 3.c4 e6 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 c6 8.Qc2 a6 9.cxd5"
D66,"Queen's Gambit Declined: Orthodox Defense, Bd3 Line","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3"
D66,"Queen's Gambit Declined: Orthodox Defense, Fianchetto Variation","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c6 5.Nf3 Be7 6.e3 Nbd7 7.Rc1 O-O 8.Bd3 dxc4 9.Bxc4 b5"
D67,"Queen's Gambit Declined: Orthodox Defense, Alekhine Variation","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.Ne4"
D67,"Queen's Gambit Declined: Orthodox Defense, Bd3 Line","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7"
D67,"Queen's Gambit Declined: Orthodox Defense, Capablanca System","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5"
D67,"Queen's Gambit Declined: Orthodox Defense, Janowski Variation","1.d4 d5 2.Nf3 Nf6 3.c4 e6 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.h4"
D67,"Queen's Gambit Declined: Orthodox Defense, Main Line","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O"
D68,"Queen's Gambit Declined: Orthodox Defense, Classical Variation","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5"
D68,"Queen's Gambit Declined: Orthodox Defense, Classical Variation","1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.Qb1"
D68,"Queen's Gambit Declined: Orthodox Defense, Classical Variation","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.Qc2"
D69,"Queen's Gambit Declined: Orthodox Defense, Classical Variation","1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.dxe5 Nxe5 14.Nxe5 Qxe5"
D70,"Neo-Grünfeld Defense","1.d4 Nf6 2.c4 g6 3.g3 d5"
D70,"Neo-Grünfeld Defense: Goglidze Attack","1.d4 Nf6 2.c4 g6 3.f3 d5"
D71,"Neo-Grünfeld Defense: Exchange Variation","1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 d5 5.cxd5 Nxd5"
D74,"Neo-Grünfeld Defense: Delayed Exchange Variation","1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d5 6.cxd5 Nxd5 7.O-O"
D75,"Neo-Grünfeld Defense: Delayed Exchange Variation","1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 5.g3 d5 6.cxd5 Nxd5 7.Bg2 c5 8.O-O"
D75,"Neo-Grünfeld Defense: Delayed Exchange Variation","1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.g3 O-O 5.Bg2 d5 6.cxd5 Nxd5 7.O-O c5 8.dxc5"
D76,"Neo-Grünfeld Defense: Delayed Exchange Variation","1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d5 6.cxd5 Nxd5 7.O-O Nb6"
D77,"Neo-Grünfeld Defense: Classical Variation","1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 O-O 5.O-O d5 6.c4"
D77,"Neo-Grünfeld Defense: Classical Variation, Modern Defense","1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 O-O 5.O-O d5 6.c4 dxc4"
D77,"Neo-Grünfeld Defense: Classical Variation, Polgar Variation","1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 O-O 5.O-O d5 6.c4 Nc6"
D78,"Neo-Grünfeld Defense: Classical Variation, Original Defense","1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 c6 6.O-O d5"
D79,"Neo-Grünfeld Defense: Ultra-delayed Exchange Variation","1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 c6 6.O-O d5 7.cxd5 cxd5"
D80,"Grünfeld Defense","1.d4 Nf6 2.c4 g6 3.Nc3 d5"
D80,"Grünfeld Defense: Gibbon Gambit","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.g4"
D80,"Grünfeld Defense: Lundin Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bg5 Ne4 5.Nxe4 dxe4 6.Qd2 c5"
D80,"Grünfeld Defense: Lutikov Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.f3"
D80,"Grünfeld Defense: Lutikov Variation, Murrey Attack","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.f3 c5 5.cxd5 Nxd5 6.Na4"
D80,"Grünfeld Defense: Stockholm Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bg5"
D80,"Grünfeld Defense: Zaitsev Gambit","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.h4"
D81,"Grünfeld Defense: Russian Variation, Accelerated Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Qb3"
D82,"Grünfeld Defense: Brinckmann Attack","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4"
D83,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O"
D83,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit, Botvinnik Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1 c5 7.dxc5 Be6"
D83,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit, Capablanca Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1"
D83,"Grünfeld Defense: Brinckmann Attack, Reshevsky Gambit","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.Rc1 O-O 6.e3 c5 7.dxc5 Qa5"
D84,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit Accepted","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.cxd5 Nxd5 7.Nxd5 Qxd5 8.Bxc7"
D85,"Grünfeld Defense: Exchange Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5"
D85,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3"
D85,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation, Kramnik's Line","1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d5 5.cxd5 Nxd5 6.e4 Nxc3 7.bxc3 c5 8.h3"
D85,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation, Pawn Grab Line","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Rb1 O-O 9.Be2 Nc6 10.d5 Bxc3+"
D85,"Grünfeld Defense: Exchange Variation, Nadanian Attack","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.Na4"
D86,"Grünfeld Defense: Exchange Variation, Classical Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4"
D86,"Grünfeld Defense: Exchange Variation, Larsen Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Qd7"
D86,"Grünfeld Defense: Exchange Variation, Larsen Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Qd7 9.O-O b6"
D86,"Grünfeld Defense: Exchange Variation, Simagin's Improved Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Nc6"
D86,"Grünfeld Defense: Exchange Variation, Simagin's Lesser Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 b6"
D87,"Grünfeld Defense: Exchange Variation, Seville Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5 8.Ne2 Nc6 9.Be3 O-O 10.O-O Bg4 11.f3 Na5 12.Bxf7+"
D87,"Grünfeld Defense: Exchange Variation, Spassky Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5 8.Ne2 O-O"
D88,"Grünfeld Defense: Exchange Variation, Spassky Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5 8.Ne2 Nc6 9.Be3 O-O 10.O-O cxd4 11.cxd4"
D89,"Grünfeld Defense: Exchange Variation, Sokolsky Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5 8.Ne2 O-O 9.O-O Nc6 10.Be3 Bg4 11.f3 Na5 12.Bd3 cxd4 13.cxd4 Be6 14.d5"
D89,"Grünfeld Defense: Exchange Variation, Spassky Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 c5 8.Ne2 Nc6 9.Be3 O-O 10.O-O Bg4 11.f3 Na5 12.Bd3 cxd4 13.cxd4 Be6"
D90,"Grünfeld Defense: Flohr Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qa4+"
D90,"Grünfeld Defense: Three Knights Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3"
D90,"Grünfeld Defense: Three Knights Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7"
D91,"Grünfeld Defense: Three Knights Variation, Petrosian System","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bg5"
D92,"Grünfeld Defense: Three Knights Variation, Hungarian Attack","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4"
D93,"Grünfeld Defense: Three Knights Variation, Hungarian Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4 O-O 6.e3"
D94,"Grünfeld Defense: Flohr Defense","1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.e3 g6 5.Nf3 Bg7 6.Bd3 O-O 7.O-O Bf5"
D94,"Grünfeld Defense: Makogonov Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.b4"
D94,"Grünfeld Defense: Opocensky Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd2"
D94,"Grünfeld Defense: Smyslov Defense","1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.e3 g6 5.Nf3 Bg7 6.Bd3 O-O 7.O-O Bg4"
D94,"Grünfeld Defense: Three Knights Variation, Burille Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3"
D94,"Grünfeld Defense: Three Knights Variation, Paris Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd3"
D95,"Grünfeld Defense: Botvinnik Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Qb3 e6"
D95,"Grünfeld Defense: Pachman Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Qb3 dxc4 6.Bxc4 O-O 7.Nf3 Nbd7 8.Ng5"
D95,"Grünfeld Defense: Three Knights Variation, Vienna Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Qb3"
D96,"Grünfeld Defense: Russian Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3"
D97,"Grünfeld Defense: Russian Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4"
D97,"Grünfeld Defense: Russian Variation, Byrne Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Nc6"
D97,"Grünfeld Defense: Russian Variation, Hungarian Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 a6"
D97,"Grünfeld Defense: Russian Variation, Levenfish Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 b6"
D97,"Grünfeld Defense: Russian Variation, Prins Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Na6"
D97,"Grünfeld Defense: Russian Variation, Szabo Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 c6"
D98,"Grünfeld Defense: Russian Variation, Keres Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4 8.Be3 Nfd7 9.Be2 Nb6 10.Qd3 Nc6 11.O-O-O"
D98,"Grünfeld Defense: Russian Variation, Smyslov Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4"
D99,"Grünfeld Defense: Russian Variation, Smyslov Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4 8.Be3 Nfd7 9.Qb3"
D99,"Grünfeld Defense: Russian Variation, Yugoslav Variation","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4 8.Be3 Nfd7 9.Qb3 c5"
E00,"Catalan Opening","1.d4 Nf6 2.c4 e6 3.g3"
E00,"Catalan Opening","1.d4 Nf6 2.c4 e6 3.g3 d5"
E00,"Catalan Opening: Hungarian Gambit","1.d4 Nf6 2.c4 e6 3.g3 e5"
E00,"Indian Defense","1.d4 Nf6 2.c4 e6 3.Qb3"
E00,"Indian Defense: Devin Gambit","1.d4 Nf6 2.c4 e6 3.g4"
E00,"Indian Defense: Seirawan Attack","1.d4 Nf6 2.c4 e6 3.Bg5"
E01,"Catalan Opening: Closed","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2"
E01,"Catalan Opening: Open Defense, Tarrasch Defense","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 c5 5.Nf3 Nc6"
E02,"Catalan Opening: Open Defense","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Qa4+"
E03,"Catalan Opening: Open Defense","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4"
E03,"Catalan Opening: Open Defense, Alekhine Variation","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 a6 7.Qc2"
E04,"Catalan Opening: Open Defense","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3"
E04,"Catalan Opening: Open Defense, Modern Sharp Variation","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3 Nc6 6.Qa4 Bb4+"
E05,"Catalan Opening: Open Defense, Classical Line","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3 Be7"
E06,"Catalan Opening: Closed","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3"
E07,"Catalan Opening: Closed","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7"
E07,"Catalan Opening: Closed, Botvinnik Variation","1.c4 e6 2.g3 d5 3.Bg2 Nf6 4.Nf3 Be7 5.d4 O-O 6.Nc3 c6 7.O-O Nbd7 8.Qd3"
E08,"Catalan Opening: Closed","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2 c6 8.b3"
E08,"Catalan Opening: Closed","1.Nf3 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.O-O O-O 6.d4 Nbd7 7.Qc2"
E08,"Catalan Opening: Closed, Spassky Gambit","1.d4 Nf6 2.c4 e6 3.g3 Be7 4.Bg2 d5 5.Nf3 O-O 6.O-O Nbd7 7.Qc2 c6 8.b3 b6 9.Rd1 Bb7 10.Nc3 b5"
E08,"Catalan Opening: Closed, Zagoryansky Variation","1.d4 e6 2.c4 Nf6 3.Nf3 d5 4.g3 Be7 5.Bg2 O-O 6.O-O Nbd7 7.Qc2 c6 8.Rd1 b6 9.a4"
E09,"Catalan Opening: Closed Variation, Rabinovich Variation","1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Qc2 e6 5.Nbd2 Be7 6.g3 Nbd7 7.Bg2 O-O 8.O-O b5"
E09,"Catalan Opening: Closed Variation, Traditional Variation","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Be7 5.Bg2 O-O 6.O-O Nbd7 7.Qc2 c6 8.Nbd2 b6"
E09,"Catalan Opening: Closed, Main Line","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Be7 5.Bg2 O-O 6.O-O Nbd7 7.Qc2 c6 8.Nbd2"
E09,"Catalan Opening: Closed, Sokolsky Variation","1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2 c6 8.Nbd2 b6 9.b3 a5 10.Bb2 Ba6"
E10,"Blumenfeld Countergambit","1.d4 Nf6 2.c4 e6 3.Nf3 c5"
E10,"Blumenfeld Countergambit","1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5"
E10,"Blumenfeld Countergambit Accepted","1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.dxe6 fxe6 6.cxb5 d5"
E10,"Blumenfeld Countergambit: Dus-Khotimirsky Variation","1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.Bg5"
E10,"Blumenfeld Countergambit: Spielmann Variation","1.d4 Nf6 2.Nf3 e6 3.c4 c5 4.d5 b5 5.Bg5 exd5 6.cxd5 h6"
E10,"Indian Defense: Anti-Nimzo-Indian","1.d4 Nf6 2.c4 e6 3.Nf3"
E10,"Indian Defense: Dzindzi-Indian Defense","1.d4 Nf6 2.c4 e6 3.Nf3 a6"
E10,"Indian Defense: Döry Indian","1.d4 Nf6 2.c4 e6 3.Nf3 Ne4"
